Loan ID,Month,Origination Date,Loan Age,Quarter,FICO Score,LTV,Interest Rate,DSCR,Credit Utilization,Credit Score,Original Balance,Current Balance
LOAN_000031,7,12/8/2019,7,2020Q3,682,83.77,4.413,1.53,26.5,657,832877,740448
LOAN_000031,8,12/8/2019,8,2020Q3,682,83.77,4.413,1.67,31,657,832877,727244
LOAN_000031,9,12/8/2019,9,2020Q3,682,83.77,4.413,1.62,38.3,657,832877,714040
LOAN_000031,10,12/8/2019,10,2020Q4,682,83.77,4.413,1.7,36.1,657,832877,700836
LOAN_000031,11,12/8/2019,11,2020Q4,682,83.77,4.413,1.52,41,657,832877,687632
LOAN_000031,12,12/8/2019,12,2020Q4,682,83.77,4.413,1.64,35,657,832877,674428
LOAN_000031,1,12/8/2019,13,2021Q1,682,83.77,4.413,1.57,39.3,657,832877,661224
LOAN_000031,2,12/8/2019,14,2021Q1,682,83.77,4.413,1.65,36.4,657,832877,648020
LOAN_000031,3,12/8/2019,15,2021Q1,682,83.77,4.413,1.58,33.3,657,832877,634816
LOAN_000031,4,12/8/2019,16,2021Q2,682,83.77,4.413,1.64,37.3,657,832877,621612
LOAN_000031,5,12/8/2019,17,2021Q2,682,83.77,4.413,1.55,39.4,657,832877,608408
LOAN_000031,6,12/8/2019,18,2021Q2,682,83.77,4.413,1.63,35.1,657,832877,595204
LOAN_000031,7,12/8/2019,19,2021Q3,682,83.77,4.413,1.56,40.9,657,832877,582000
LOAN_000031,8,12/8/2019,20,2021Q3,682,83.77,4.413,1.68,38,657,832877,568796
LOAN_000031,9,12/8/2019,21,2021Q3,682,83.77,4.413,1.55,45.1,657,832877,555592
LOAN_000031,10,12/8/2019,22,2021Q4,682,83.77,4.413,1.56,33.6,657,832877,542388
LOAN_000031,11,12/8/2019,23,2021Q4,682,83.77,4.413,1.83,28.5,657,832877,529184
LOAN_000031,12,12/8/2019,24,2021Q4,682,83.77,4.413,1.57,30.6,657,832877,515980
LOAN_000032,1,12/12/2021,1,2022Q1,696,79.23,4.39,2,40.3,714,306235,300739
LOAN_000032,2,12/12/2021,2,2022Q1,696,79.23,4.39,2.14,33.8,714,306235,295244
LOAN_000032,3,12/12/2021,3,2022Q1,696,79.23,4.39,2.07,46.2,714,306235,289749
LOAN_000032,4,12/12/2021,4,2022Q2,696,79.23,4.39,1.96,32.3,714,306235,284253
LOAN_000033,6,5/8/2019,1,2019Q2,667,83.04,4.688,1.85,30.2,675,592317,582734
LOAN_000033,7,5/8/2019,2,2019Q3,667,83.04,4.688,1.87,48.4,675,592317,573152
LOAN_000033,8,5/8/2019,3,2019Q3,667,83.04,4.688,1.85,36,675,592317,563570
LOAN_000033,9,5/8/2019,4,2019Q3,667,83.04,4.688,1.95,46.5,675,592317,553988
LOAN_000033,10,5/8/2019,5,2019Q4,667,83.04,4.688,1.85,33.3,675,592317,544405
LOAN_000033,11,5/8/2019,6,2019Q4,667,83.04,4.688,1.88,37.6,675,592317,534823
LOAN_000033,12,5/8/2019,7,2019Q4,667,83.04,4.688,1.56,40.3,675,592317,525241
LOAN_000033,1,5/8/2019,8,2020Q1,667,83.04,4.688,1.81,36.6,675,592317,515659
LOAN_000033,2,5/8/2019,9,2020Q1,667,83.04,4.688,1.85,31.2,675,592317,506077
LOAN_000033,3,5/8/2019,10,2020Q1,667,83.04,4.688,1.71,30.7,675,592317,496494
LOAN_000033,4,5/8/2019,11,2020Q2,667,83.04,4.688,1.71,45.1,675,592317,486912
LOAN_000033,5,5/8/2019,12,2020Q2,667,83.04,4.688,1.62,41.2,675,592317,477330
LOAN_000033,6,5/8/2019,13,2020Q2,667,83.04,4.688,1.76,48.8,675,592317,467748
LOAN_000034,3,2/16/2024,1,2024Q1,707,83.04,4.016,1.28,25.9,702,471424,462012
LOAN_000034,4,2/16/2024,2,2024Q2,707,83.04,4.016,1.21,32.6,702,471424,452601
LOAN_000034,5,2/16/2024,3,2024Q2,707,83.04,4.016,1.15,35.2,702,471424,443189
LOAN_000034,6,2/16/2024,4,2024Q2,707,83.04,4.016,1.18,44.2,702,471424,433778
LOAN_000034,7,2/16/2024,5,2024Q3,707,83.04,4.016,1.15,26.6,702,471424,424367
LOAN_000034,8,2/16/2024,6,2024Q3,707,83.04,4.016,1.24,36.8,702,471424,414955
LOAN_000034,9,2/16/2024,7,2024Q3,707,83.04,4.016,1.28,28.9,702,471424,405544
LOAN_000034,10,2/16/2024,8,2024Q4,707,83.04,4.016,1.3,25.5,702,471424,396133
LOAN_000034,11,2/16/2024,9,2024Q4,707,83.04,4.016,1.16,27.8,702,471424,386721
LOAN_000034,12,2/16/2024,10,2024Q4,707,83.04,4.016,1.2,39.7,702,471424,377310
LOAN_000034,1,2/16/2024,11,2025Q1,707,83.04,4.016,1.25,38.4,702,471424,367899
LOAN_000034,2,2/16/2024,12,2025Q1,707,83.04,4.016,1.29,40.8,702,471424,358487
LOAN_000034,3,2/16/2024,13,2025Q1,707,83.04,4.016,1.25,32.1,702,471424,349076
LOAN_000034,4,2/16/2024,14,2025Q2,707,83.04,4.016,1.18,26.7,702,471424,339665
LOAN_000034,5,2/16/2024,15,2025Q2,707,83.04,4.016,1.2,38.4,702,471424,330253
LOAN_000034,6,2/16/2024,16,2025Q2,707,83.04,4.016,1.16,36.6,702,471424,320842
LOAN_000034,7,2/16/2024,17,2025Q3,707,83.04,4.016,1.18,40,702,471424,311431
LOAN_000034,8,2/16/2024,18,2025Q3,707,83.04,4.016,1.27,32,702,471424,302019
LOAN_000034,9,2/16/2024,19,2025Q3,707,83.04,4.016,1.24,27.3,702,471424,292608
LOAN_000034,10,2/16/2024,20,2025Q4,707,83.04,4.016,1.31,29.1,702,471424,283197
LOAN_000034,11,2/16/2024,21,2025Q4,707,83.04,4.016,1.2,33,702,471424,273785
LOAN_000034,12,2/16/2024,22,2025Q4,707,83.04,4.016,0.99,36.4,702,471424,264374
LOAN_000035,10,9/8/2019,1,2019Q4,602,80.5,5.657,1.72,48.4,601,466455,455378
LOAN_000035,11,9/8/2019,2,2019Q4,602,80.5,5.657,1.65,51,601,466455,444301
LOAN_000035,12,9/8/2019,3,2019Q4,602,80.5,5.657,1.47,42.3,601,466455,433224
LOAN_000035,1,9/8/2019,4,2020Q1,602,80.5,5.657,1.75,49.4,601,466455,422147
LOAN_000035,2,9/8/2019,5,2020Q1,602,80.5,5.657,1.54,36.4,601,466455,411070
LOAN_000035,3,9/8/2019,6,2020Q1,602,80.5,5.657,1.8,40.5,601,466455,399993
LOAN_000035,4,9/8/2019,7,2020Q2,602,80.5,5.657,1.64,43.3,601,466455,388916
LOAN_000035,5,9/8/2019,8,2020Q2,602,80.5,5.657,1.61,39.8,601,466455,377839
LOAN_000035,6,9/8/2019,9,2020Q2,602,80.5,5.657,1.6,35.2,601,466455,366762
LOAN_000035,7,9/8/2019,10,2020Q3,602,80.5,5.657,1.78,39.5,601,466455,355685
LOAN_000035,8,9/8/2019,11,2020Q3,602,80.5,5.657,1.63,44,601,466455,344608
LOAN_000035,9,9/8/2019,12,2020Q3,602,80.5,5.657,1.65,56.4,601,466455,333532
LOAN_000035,10,9/8/2019,13,2020Q4,602,80.5,5.657,1.88,50.7,601,466455,322455
LOAN_000035,11,9/8/2019,14,2020Q4,602,80.5,5.657,1.72,37,601,466455,311378
LOAN_000035,12,9/8/2019,15,2020Q4,602,80.5,5.657,1.66,42.3,601,466455,300301
LOAN_000035,1,9/8/2019,16,2021Q1,602,80.5,5.657,1.65,47.6,601,466455,289224
LOAN_000035,2,9/8/2019,17,2021Q1,602,80.5,5.657,1.7,42.4,601,466455,278147
LOAN_000035,3,9/8/2019,18,2021Q1,602,80.5,5.657,1.6,43,601,466455,267070
LOAN_000035,4,9/8/2019,19,2021Q2,602,80.5,5.657,1.82,48.8,601,466455,255993
LOAN_000035,5,9/8/2019,20,2021Q2,602,80.5,5.657,1.68,46.6,601,466455,244916
LOAN_000036,5,4/14/2023,1,2023Q2,765,80.92,3.798,2.35,31.3,754,149089,145527
LOAN_000036,6,4/14/2023,2,2023Q2,765,80.92,3.798,2.26,24.3,754,149089,141966
LOAN_000036,7,4/14/2023,3,2023Q3,765,80.92,3.798,2.12,19.8,754,149089,138404
LOAN_000036,8,4/14/2023,4,2023Q3,765,80.92,3.798,2.15,33,754,149089,134843
LOAN_000036,9,4/14/2023,5,2023Q3,765,80.92,3.798,2.24,24.3,754,149089,131282
LOAN_000036,10,4/14/2023,6,2023Q4,765,80.92,3.798,2.14,32,754,149089,127720
LOAN_000036,11,4/14/2023,7,2023Q4,765,80.92,3.798,2.16,11.1,754,149089,124159
LOAN_000036,12,4/14/2023,8,2023Q4,765,80.92,3.798,2.28,34.6,754,149089,120598
LOAN_000037,1,12/19/2019,1,2020Q1,737,84.46,4.399,1.6,29,753,527116,518379
LOAN_000037,2,12/19/2019,2,2020Q1,737,84.46,4.399,1.64,32.9,753,527116,509643
LOAN_000037,3,12/19/2019,3,2020Q1,737,84.46,4.399,1.68,32.3,753,527116,500907
LOAN_000037,4,12/19/2019,4,2020Q2,737,84.46,4.399,1.75,31.1,753,527116,492171
LOAN_000037,5,12/19/2019,5,2020Q2,737,84.46,4.399,1.76,28.6,753,527116,483435
LOAN_000037,6,12/19/2019,6,2020Q2,737,84.46,4.399,1.73,39.2,753,527116,474699
LOAN_000037,7,12/19/2019,7,2020Q3,737,84.46,4.399,1.64,27.4,753,527116,465963
LOAN_000037,8,12/19/2019,8,2020Q3,737,84.46,4.399,1.64,30.1,753,527116,457227
LOAN_000037,9,12/19/2019,9,2020Q3,737,84.46,4.399,1.71,26.4,753,527116,448491
LOAN_000037,10,12/19/2019,10,2020Q4,737,84.46,4.399,1.72,30.2,753,527116,439754
LOAN_000038,10,9/15/2021,1,2021Q4,720,81.1,4.526,1.78,35.6,722,530243,518106
LOAN_000038,11,9/15/2021,2,2021Q4,720,81.1,4.526,1.94,36.8,722,530243,505970
LOAN_000038,12,9/15/2021,3,2021Q4,720,81.1,4.526,1.84,29.6,722,530243,493834
LOAN_000038,1,9/15/2021,4,2022Q1,720,81.1,4.526,1.77,43.2,722,530243,481698
LOAN_000038,2,9/15/2021,5,2022Q1,720,81.1,4.526,1.99,24.5,722,530243,469561
LOAN_000038,3,9/15/2021,6,2022Q1,720,81.1,4.526,1.8,38.7,722,530243,457425
LOAN_000038,4,9/15/2021,7,2022Q2,720,81.1,4.526,1.72,32.5,722,530243,445289
LOAN_000038,5,9/15/2021,8,2022Q2,720,81.1,4.526,1.96,33.5,722,530243,433153
LOAN_000038,6,9/15/2021,9,2022Q2,720,81.1,4.526,1.93,30.3,722,530243,421016
LOAN_000038,7,9/15/2021,10,2022Q3,720,81.1,4.526,1.9,35.4,722,530243,408880
LOAN_000038,8,9/15/2021,11,2022Q3,720,81.1,4.526,1.81,30.6,722,530243,396744
LOAN_000038,9,9/15/2021,12,2022Q3,720,81.1,4.526,1.79,23.8,722,530243,384608
LOAN_000038,10,9/15/2021,13,2022Q4,720,81.1,4.526,1.75,38.9,722,530243,372471
LOAN_000038,11,9/15/2021,14,2022Q4,720,81.1,4.526,1.91,29.1,722,530243,360335
LOAN_000038,12,9/15/2021,15,2022Q4,720,81.1,4.526,1.92,35.1,722,530243,348199
LOAN_000038,1,9/15/2021,16,2023Q1,720,81.1,4.526,2.1,27.2,722,530243,336063
LOAN_000038,2,9/15/2021,17,2023Q1,720,81.1,4.526,1.86,27,722,530243,323926
LOAN_000038,3,9/15/2021,18,2023Q1,720,81.1,4.526,1.73,32.3,722,530243,311790
LOAN_000038,4,9/15/2021,19,2023Q2,720,81.1,4.526,1.85,31.2,722,530243,299654
LOAN_000038,5,9/15/2021,20,2023Q2,720,81.1,4.526,1.94,29.8,722,530243,287518
LOAN_000038,6,9/15/2021,21,2023Q2,720,81.1,4.526,1.71,32.2,722,530243,275381
LOAN_000039,1,12/26/2020,1,2021Q1,776,83.38,3.872,1.37,31.7,769,315923,309345
LOAN_000039,2,12/26/2020,2,2021Q1,776,83.38,3.872,1.25,25.2,769,315923,302768
LOAN_000039,3,12/26/2020,3,2021Q1,776,83.38,3.872,1.19,25.2,769,315923,296190
LOAN_000039,4,12/26/2020,4,2021Q2,776,83.38,3.872,1.51,19.5,769,315923,289613
LOAN_000039,5,12/26/2020,5,2021Q2,776,83.38,3.872,1.48,31.4,769,315923,283035
LOAN_000039,6,12/26/2020,6,2021Q2,776,83.38,3.872,1.43,22.6,769,315923,276458
LOAN_000039,7,12/26/2020,7,2021Q3,776,83.38,3.872,1.32,27.4,769,315923,269881
LOAN_000039,8,12/26/2020,8,2021Q3,776,83.38,3.872,1.52,35,769,315923,263303
LOAN_000039,9,12/26/2020,9,2021Q3,776,83.38,3.872,1.44,26.3,769,315923,256726
LOAN_000039,10,12/26/2020,10,2021Q4,776,83.38,3.872,1.23,28.5,769,315923,250148
LOAN_000039,11,12/26/2020,11,2021Q4,776,83.38,3.872,1.37,26.2,769,315923,243571
LOAN_000039,12,12/26/2020,12,2021Q4,776,83.38,3.872,1.41,22.4,769,315923,236993
LOAN_000039,1,12/26/2020,13,2022Q1,776,83.38,3.872,1.5,36.4,769,315923,230416
LOAN_000039,2,12/26/2020,14,2022Q1,776,83.38,3.872,1.49,24.6,769,315923,223839
LOAN_000039,3,12/26/2020,15,2022Q1,776,83.38,3.872,1.53,34.4,769,315923,217261
LOAN_000039,4,12/26/2020,16,2022Q2,776,83.38,3.872,1.37,27.7,769,315923,210684
LOAN_000040,12,11/14/2022,1,2022Q4,761,79.92,3.813,2.56,39.3,790,538134,525663
LOAN_000040,1,11/14/2022,2,2023Q1,761,79.92,3.813,2.65,37.6,790,538134,513193
LOAN_000040,2,11/14/2022,3,2023Q1,761,79.92,3.813,2.59,25.7,790,538134,500723
LOAN_000040,3,11/14/2022,4,2023Q1,761,79.92,3.813,2.68,27.3,790,538134,488253
LOAN_000040,4,11/14/2022,5,2023Q2,761,79.92,3.813,2.58,31.6,790,538134,475783
LOAN_000040,5,11/14/2022,6,2023Q2,761,79.92,3.813,2.85,28.8,790,538134,463312
LOAN_000040,6,11/14/2022,7,2023Q2,761,79.92,3.813,2.68,37.6,790,538134,450842
LOAN_000040,7,11/14/2022,8,2023Q3,761,79.92,3.813,2.65,29.1,790,538134,438372
LOAN_000040,8,11/14/2022,9,2023Q3,761,79.92,3.813,2.53,32,790,538134,425902
LOAN_000040,9,11/14/2022,10,2023Q3,761,79.92,3.813,2.47,27.7,790,538134,413432
LOAN_000040,10,11/14/2022,11,2023Q4,761,79.92,3.813,2.7,30.9,790,538134,400962
LOAN_000040,11,11/14/2022,12,2023Q4,761,79.92,3.813,2.79,26.5,790,538134,388491
LOAN_000040,12,11/14/2022,13,2023Q4,761,79.92,3.813,2.49,22.8,790,538134,376021
LOAN_000040,1,11/14/2022,14,2024Q1,761,79.92,3.813,2.74,30.1,790,538134,363551
LOAN_000040,2,11/14/2022,15,2024Q1,761,79.92,3.813,2.59,37.4,790,538134,351081
LOAN_000040,3,11/14/2022,16,2024Q1,761,79.92,3.813,2.63,34.3,790,538134,338611
LOAN_000040,4,11/14/2022,17,2024Q2,761,79.92,3.813,2.72,28.1,790,538134,326141
LOAN_000040,5,11/14/2022,18,2024Q2,761,79.92,3.813,2.48,32.2,790,538134,313670
LOAN_000040,6,11/14/2022,19,2024Q2,761,79.92,3.813,2.77,36.3,790,538134,301200
LOAN_000040,7,11/14/2022,20,2024Q3,761,79.92,3.813,2.67,25.8,790,538134,288730
LOAN_000041,6,5/11/2024,1,2024Q2,777,74.74,3.12,2.34,30.1,782,50000,49003
LOAN_000041,7,5/11/2024,2,2024Q3,777,74.74,3.12,2.1,31.2,782,50000,48007
LOAN_000041,8,5/11/2024,3,2024Q3,777,74.74,3.12,2.21,33.1,782,50000,47011
LOAN_000041,9,5/11/2024,4,2024Q3,777,74.74,3.12,2.27,25.5,782,50000,46015
LOAN_000041,10,5/11/2024,5,2024Q4,777,74.74,3.12,2.5,20.9,782,50000,45019
LOAN_000041,11,5/11/2024,6,2024Q4,777,74.74,3.12,2.41,25,782,50000,44023
LOAN_000041,12,5/11/2024,7,2024Q4,777,74.74,3.12,2.43,27.1,782,50000,43027
LOAN_000041,1,5/11/2024,8,2025Q1,777,74.74,3.12,2.25,27.7,782,50000,42030
LOAN_000041,2,5/11/2024,9,2025Q1,777,74.74,3.12,2.33,32.3,782,50000,41034
LOAN_000041,3,5/11/2024,10,2025Q1,777,74.74,3.12,2.34,19.6,782,50000,40038
LOAN_000042,8,7/14/2023,1,2023Q3,657,73.5,4.487,1.97,44.5,659,691066,675132
LOAN_000042,9,7/14/2023,2,2023Q3,657,73.5,4.487,1.93,38.1,659,691066,659198
LOAN_000042,10,7/14/2023,3,2023Q4,657,73.5,4.487,1.94,39,659,691066,643264
LOAN_000042,11,7/14/2023,4,2023Q4,657,73.5,4.487,1.95,43,659,691066,627331
LOAN_000042,12,7/14/2023,5,2023Q4,657,73.5,4.487,1.94,43,659,691066,611397
LOAN_000042,1,7/14/2023,6,2024Q1,657,73.5,4.487,1.75,39.7,659,691066,595463
LOAN_000042,2,7/14/2023,7,2024Q1,657,73.5,4.487,1.98,43.9,659,691066,579530
LOAN_000042,3,7/14/2023,8,2024Q1,657,73.5,4.487,1.66,44.3,659,691066,563596
LOAN_000042,4,7/14/2023,9,2024Q2,657,73.5,4.487,1.93,49.8,659,691066,547662
LOAN_000042,5,7/14/2023,10,2024Q2,657,73.5,4.487,1.84,44.9,659,691066,531728
LOAN_000042,6,7/14/2023,11,2024Q2,657,73.5,4.487,1.84,42.4,659,691066,515795
LOAN_000042,7,7/14/2023,12,2024Q3,657,73.5,4.487,2.14,36.2,659,691066,499861
LOAN_000042,8,7/14/2023,13,2024Q3,657,73.5,4.487,1.97,38.4,659,691066,483927
LOAN_000043,10,9/13/2021,1,2021Q4,705,84.87,4.305,1.67,40.1,712,487716,475859
LOAN_000043,11,9/13/2021,2,2021Q4,705,84.87,4.305,1.44,37.7,712,487716,464003
LOAN_000043,12,9/13/2021,3,2021Q4,705,84.87,4.305,1.44,42.7,712,487716,452147
LOAN_000043,1,9/13/2021,4,2022Q1,705,84.87,4.305,1.48,36.1,712,487716,440291
LOAN_000044,7,6/22/2023,1,2023Q3,644,79.92,5.23,1.47,46.6,639,310401,304490
LOAN_000044,8,6/22/2023,2,2023Q3,644,79.92,5.23,1.67,43.6,639,310401,298580
LOAN_000044,9,6/22/2023,3,2023Q3,644,79.92,5.23,1.73,39.2,639,310401,292669
LOAN_000044,10,6/22/2023,4,2023Q4,644,79.92,5.23,1.61,39.9,639,310401,286759
LOAN_000044,11,6/22/2023,5,2023Q4,644,79.92,5.23,1.6,39.8,639,310401,280848
LOAN_000044,12,6/22/2023,6,2023Q4,644,79.92,5.23,1.45,35.2,639,310401,274938
LOAN_000044,1,6/22/2023,7,2024Q1,644,79.92,5.23,1.51,48.6,639,310401,269027
LOAN_000044,2,6/22/2023,8,2024Q1,644,79.92,5.23,1.38,35.7,639,310401,263117
LOAN_000044,3,6/22/2023,9,2024Q1,644,79.92,5.23,1.46,37.5,639,310401,257206
LOAN_000044,4,6/22/2023,10,2024Q2,644,79.92,5.23,1.7,48.9,639,310401,251296
LOAN_000044,5,6/22/2023,11,2024Q2,644,79.92,5.23,1.82,37.2,639,310401,245385
LOAN_000044,6,6/22/2023,12,2024Q2,644,79.92,5.23,1.56,45.6,639,310401,239475
LOAN_000044,7,6/22/2023,13,2024Q3,644,79.92,5.23,1.83,28.2,639,310401,233564
LOAN_000044,8,6/22/2023,14,2024Q3,644,79.92,5.23,1.43,33.7,639,310401,227654
LOAN_000044,9,6/22/2023,15,2024Q3,644,79.92,5.23,1.84,45.8,639,310401,221743
LOAN_000044,10,6/22/2023,16,2024Q4,644,79.92,5.23,1.65,47.6,639,310401,215833
LOAN_000044,11,6/22/2023,17,2024Q4,644,79.92,5.23,1.68,43.6,639,310401,209922
LOAN_000044,12,6/22/2023,18,2024Q4,644,79.92,5.23,1.62,44.4,639,310401,204012
LOAN_000044,1,6/22/2023,19,2025Q1,644,79.92,5.23,1.59,41.2,639,310401,198102
LOAN_000044,2,6/22/2023,20,2025Q1,644,79.92,5.23,1.57,36.9,639,310401,192191
LOAN_000045,1,12/14/2022,1,2023Q1,674,86.36,4.423,1.42,39.2,679,73234,71609
LOAN_000045,2,12/14/2022,2,2023Q1,674,86.36,4.423,1.56,38.1,679,73234,69985
LOAN_000045,3,12/14/2022,3,2023Q1,674,86.36,4.423,1.48,34.9,679,73234,68361
LOAN_000045,4,12/14/2022,4,2023Q2,674,86.36,4.423,1.36,42.4,679,73234,66737
LOAN_000045,5,12/14/2022,5,2023Q2,674,86.36,4.423,1.41,33.5,679,73234,65113
LOAN_000045,6,12/14/2022,6,2023Q2,674,86.36,4.423,1.55,35.3,679,73234,63489
LOAN_000046,7,6/4/2020,1,2020Q3,729,87.52,4.073,1.8,29.8,735,368506,360595
LOAN_000046,8,6/4/2020,2,2020Q3,729,87.52,4.073,1.93,33,735,368506,352685
LOAN_000046,9,6/4/2020,3,2020Q3,729,87.52,4.073,1.94,24.1,735,368506,344774
LOAN_000046,10,6/4/2020,4,2020Q4,729,87.52,4.073,1.82,37.5,735,368506,336864
LOAN_000046,11,6/4/2020,5,2020Q4,729,87.52,4.073,2,34.3,735,368506,328954
LOAN_000046,12,6/4/2020,6,2020Q4,729,87.52,4.073,1.97,35.1,735,368506,321043
LOAN_000046,1,6/4/2020,7,2021Q1,729,87.52,4.073,1.79,30.9,735,368506,313133
LOAN_000046,2,6/4/2020,8,2021Q1,729,87.52,4.073,1.85,29.9,735,368506,305223
LOAN_000046,3,6/4/2020,9,2021Q1,729,87.52,4.073,2.02,31.7,735,368506,297312
LOAN_000046,4,6/4/2020,10,2021Q2,729,87.52,4.073,1.92,25.6,735,368506,289402
LOAN_000046,5,6/4/2020,11,2021Q2,729,87.52,4.073,1.83,26.8,735,368506,281491
LOAN_000046,6,6/4/2020,12,2021Q2,729,87.52,4.073,1.79,34.9,735,368506,273581
LOAN_000046,7,6/4/2020,13,2021Q3,729,87.52,4.073,1.77,35.8,735,368506,265671
LOAN_000046,8,6/4/2020,14,2021Q3,729,87.52,4.073,1.75,35.5,735,368506,257760
LOAN_000046,9,6/4/2020,15,2021Q3,729,87.52,4.073,2.1,29.1,735,368506,249850
LOAN_000047,3,2/5/2019,1,2019Q1,752,73.44,3.652,2.11,24.3,755,450671,443524
LOAN_000047,4,2/5/2019,2,2019Q2,752,73.44,3.652,2.16,26.9,755,450671,436378
LOAN_000047,5,2/5/2019,3,2019Q2,752,73.44,3.652,2.18,26.1,755,450671,429232
LOAN_000047,6,2/5/2019,4,2019Q2,752,73.44,3.652,2.25,26.7,755,450671,422086
LOAN_000047,7,2/5/2019,5,2019Q3,752,73.44,3.652,2.19,35,755,450671,414940
LOAN_000047,8,2/5/2019,6,2019Q3,752,73.44,3.652,2.39,32.2,755,450671,407794
LOAN_000047,9,2/5/2019,7,2019Q3,752,73.44,3.652,2.06,24,755,450671,400648
LOAN_000047,10,2/5/2019,8,2019Q4,752,73.44,3.652,2.38,33.3,755,450671,393502
LOAN_000047,11,2/5/2019,9,2019Q4,752,73.44,3.652,2.35,28.5,755,450671,386356
LOAN_000048,10,9/9/2020,1,2020Q4,676,82.12,4.68,1.71,45.4,683,297407,292658
LOAN_000048,11,9/9/2020,2,2020Q4,676,82.12,4.68,1.62,44,683,297407,287909
LOAN_000048,12,9/9/2020,3,2020Q4,676,82.12,4.68,1.6,34.8,683,297407,283161
LOAN_000048,1,9/9/2020,4,2021Q1,676,82.12,4.68,1.82,37.8,683,297407,278412
LOAN_000048,2,9/9/2020,5,2021Q1,676,82.12,4.68,1.87,37.8,683,297407,273663
LOAN_000048,3,9/9/2020,6,2021Q1,676,82.12,4.68,1.77,33.7,683,297407,268915
LOAN_000048,4,9/9/2020,7,2021Q2,676,82.12,4.68,1.78,34.8,683,297407,264166
LOAN_000048,5,9/9/2020,8,2021Q2,676,82.12,4.68,1.8,40,683,297407,259417
LOAN_000048,6,9/9/2020,9,2021Q2,676,82.12,4.68,1.66,32.1,683,297407,254669
LOAN_000048,7,9/9/2020,10,2021Q3,676,82.12,4.68,1.72,33.9,683,297407,249920
LOAN_000049,10,9/1/2022,1,2022Q4,763,82.53,3.664,1.85,29.2,784,486248,474814
LOAN_000049,11,9/1/2022,2,2022Q4,763,82.53,3.664,1.83,33.3,784,486248,463380
LOAN_000049,12,9/1/2022,3,2022Q4,763,82.53,3.664,1.89,30.1,784,486248,451946
LOAN_000049,1,9/1/2022,4,2023Q1,763,82.53,3.664,1.96,25.4,784,486248,440512
LOAN_000049,2,9/1/2022,5,2023Q1,763,82.53,3.664,1.78,27.9,784,486248,429079
LOAN_000049,3,9/1/2022,6,2023Q1,763,82.53,3.664,1.77,31.4,784,486248,417645
LOAN_000049,4,9/1/2022,7,2023Q2,763,82.53,3.664,1.86,28.9,784,486248,406211
LOAN_000049,5,9/1/2022,8,2023Q2,763,82.53,3.664,1.91,34.2,784,486248,394777
LOAN_000049,6,9/1/2022,9,2023Q2,763,82.53,3.664,1.94,28.6,784,486248,383344
LOAN_000049,7,9/1/2022,10,2023Q3,763,82.53,3.664,1.91,35.7,784,486248,371910
LOAN_000049,8,9/1/2022,11,2023Q3,763,82.53,3.664,1.73,28.8,784,486248,360476
LOAN_000050,5,4/11/2022,1,2022Q2,730,81.28,4.271,1.51,31.7,730,133234,130503
LOAN_000050,6,4/11/2022,2,2022Q2,730,81.28,4.271,1.27,32.4,730,133234,127772
LOAN_000050,7,4/11/2022,3,2022Q3,730,81.28,4.271,1.45,27.4,730,133234,125041
LOAN_000050,8,4/11/2022,4,2022Q3,730,81.28,4.271,1.52,26,730,133234,122311
LOAN_000050,9,4/11/2022,5,2022Q3,730,81.28,4.271,1.58,39.7,730,133234,119580
LOAN_000050,10,4/11/2022,6,2022Q4,730,81.28,4.271,1.61,31,730,133234,116849
LOAN_000050,11,4/11/2022,7,2022Q4,730,81.28,4.271,1.43,32.8,730,133234,114119
LOAN_000050,12,4/11/2022,8,2022Q4,730,81.28,4.271,1.43,29,730,133234,111388
LOAN_000050,1,4/11/2022,9,2023Q1,730,81.28,4.271,1.48,30.1,730,133234,108657
LOAN_000050,2,4/11/2022,10,2023Q1,730,81.28,4.271,1.46,32.9,730,133234,105927
LOAN_000050,3,4/11/2022,11,2023Q1,730,81.28,4.271,1.58,34.2,730,133234,103196
LOAN_000051,3,2/6/2021,1,2021Q1,729,83.9,3.789,1.83,26.3,748,341559,335770
LOAN_000051,4,2/6/2021,2,2021Q2,729,83.9,3.789,2.09,34.9,748,341559,329982
LOAN_000051,5,2/6/2021,3,2021Q2,729,83.9,3.789,1.76,29.3,748,341559,324194
LOAN_000051,6,2/6/2021,4,2021Q2,729,83.9,3.789,2.05,29.4,748,341559,318406
LOAN_000051,7,2/6/2021,5,2021Q3,729,83.9,3.789,2.03,24.8,748,341559,312618
LOAN_000051,8,2/6/2021,6,2021Q3,729,83.9,3.789,2.07,32.1,748,341559,306830
LOAN_000051,9,2/6/2021,7,2021Q3,729,83.9,3.789,1.92,32.7,748,341559,301042
LOAN_000051,10,2/6/2021,8,2021Q4,729,83.9,3.789,2,38.1,748,341559,295253
LOAN_000051,11,2/6/2021,9,2021Q4,729,83.9,3.789,1.92,32,748,341559,289465
LOAN_000051,12,2/6/2021,10,2021Q4,729,83.9,3.789,1.93,29.9,748,341559,283677
LOAN_000051,1,2/6/2021,11,2022Q1,729,83.9,3.789,2.19,31.3,748,341559,277889
LOAN_000051,2,2/6/2021,12,2022Q1,729,83.9,3.789,1.85,25.3,748,341559,272101
LOAN_000051,3,2/6/2021,13,2022Q1,729,83.9,3.789,1.99,39.5,748,341559,266313
